religia_v1;religijność_v2;praktyki_rel_v3;rel_a_edu_v4;rel_a_zaw_v5;rel_a_stud_v6;Zdrowie_v7;Rodzina_v8;Pieniądze_v9;Stabilność_fin_v10;Rozw_v11;Wiara_v12;Wiara_pomaga_v13;Wiara_a_ plany_v14;Wiara_a_stres_v15;Wiara_a_edukacja_v16;Tożsamość_narodowa_v17;Dieta_v18;Ubiór_v19;Rozrywka_v20;Wpływ_wiary_Index;Presja_społeczna_v21;Presja_rodziny_v22;Pozytywnie_v23;Utożsamienie_v24;Obecność_religii_v25;Szkoła_v26;Wigilia_v27;Krzyż_v28;Dyskryminacja_v29;Katolicy_dyskryminacja_v30;Wybór_kierunku_v31;Wiara_a_nauka_v32;Zmiana_wiary_v33;Presja_praktykowania_v34;Presja_ograniczenie_v35;Zmiana_postaw_v36;Oczekiwania_społeczne_v37;Matka_v38;Ojciec_v39;Rozumienie_religijności_v40;Płeć;Rok_urodzenia;Wiek;Miejsce_zamieszkania;Rok_studiów
Kościół rzymskokatolicki;Raczej nie;Rzadziej niż raz w miesiącu;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.3125;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Zgadzam się;Trudno powiedzieć;Zdecydowanie tak;Trudno powiedzieć;Raczej pozytywnie;Raczej tak;Zdecydowanie nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Nie;Nie;3;3;Trudno powiedzieć;Raczej nie;Kodeksem praw do których stosuje się grupa wierzących;Mężczyzna;2003;22;Miasto od 150 tys. do 500 tys.;I rok
Kościół rzymskokatolicki;Zdecydowanie tak;Codziennie;Nie ;Nie ;Tak;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Nie mam zdania;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;5.3125;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie mam zdania;Nie mam zdania;Raczej dobrze;Trudno powiedzieć;Raczej nie;Raczej pozytywnie;Trudno powiedzieć;Trudno powiedzieć;Rzadko;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;2;1;Zdecydowanie tak;Zdecydowanie tak;Możliwość do bycia osobą uśmiechniętą i pełną energii. Kształtuje to również naszą osobowość. Ważna jest również otwartość i poczucie humoru. Chęć bycia z ludźmi oraz dla ludzi. Pomoc bliźnim odgrywa kluczową rolę. ;Kobieta;2005;20;Miasto do 50 tys.;I rok
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Nie;Tak, ateizm pozwala zachować obiektywizm;Nie;Raczej się zgadzam;Zgadzam się;Nie mam zdania;Raczej się zgadzam;Zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.625;Raczej się nie zgadzam;Nie zgadzam się;Raczej się nie zgadzam;Nie mam zdania;Zdecydowanie źle;Zdecydowanie tak;Trudno powiedzieć;Trudno powiedzieć;Raczej tak;Raczej nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Nie;Nie;2;1;Zdecydowanie tak;Zdecydowanie tak;Wiara i jej praktykowanie w ramach jakiegos systemu religijnego;Kobieta;2004;21;Wieś;I rok
Ateizm;Raczej nie;Rzadziej niż raz w miesiącu;Nie, sądzę że powinna mnie znacznie mniejszy ;Nie są, ponieważ nie wiążą się z tematyka mojej pracy;Nie;Zgadzam się;Nie mam zdania;Raczej się zgadzam;Zgadzam się;Zgadzam się;Nie mam zdania;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.625;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Nie mam zdania;Raczej źle;Zdecydowanie tak;Trudno powiedzieć;Raczej negatywnie;Raczej tak;Raczej nie;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Rzadko;Nie;2;1;Trudno powiedzieć;Raczej nie;;Kobieta;2004;21;Miasto od 50 tys. do 150 tys.;I rok
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Nie;Nie, jestem ateistką ;Nie;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie mam zdania;Raczej źle;Zdecydowanie tak;Raczej tak;Trudno powiedzieć;Raczej nie;Zdecydowanie nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Raczej nie;Raczej nie;;Kobieta;2005;20;Miasto do 50 tys.;I rok
Kościół rzymskokatolicki;Nie mam zdania;Rzadziej niż raz w miesiącu;Nie;Tak łatwiej jest mi wybaczać i starać się przedewszystkim zrozumieć a nie skreślić człowieka który popełnił błąd bądź źle się zachował ;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Nie mam zdania;Raczej się zgadzam;Raczej się nie zgadzam;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;3.4375;Raczej się nie zgadzam;Nie mam zdania;Raczej się zgadzam;Raczej się zgadzam;Raczej źle;Zdecydowanie tak;Trudno powiedzieć;Zdecydowanie pozytywnie;Raczej nie;Zdecydowanie nie;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Rzadko;Nie;2;1;Zdecydowanie tak;Zdecydowanie tak;Wiara i nadzieja a także świadomością że ktoś zawsze nam pomoze;Kobieta;2005;20;Miasto do 50 tys.;I rok
Kościół rzymskokatolicki;Nie mam zdania;Rzadziej niż raz w miesiącu;Nie, wyznanie nie wpływa na edukację w żadnym stopniu. Przykładowo Jezus to postać historyczna, dlatego powinno się poruszać jego temat na zajęciach, ale działa to także w drugą stronę, wszelkie „cuda” są podważalne naukowo. Religia i przekonania na jej temat nie wpływają na ogólną wiedzę jednostki. ;Personalnie na podstawie doświadczenia znajomość Biblii przydała mi się na maturze, jednak nigdzie indziej mi się ona nie przyda, a zdecydowanie nie w pracy zawodowej. (biorąc pod uwagę ścieżkę kariery, którą zamierzam podążać) ;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie mam zdania;Raczej się zgadzam;Nie mam zdania;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;2.8125;Zgadzam się;Nie mam zdania;Raczej się nie zgadzam;Raczej się nie zgadzam;Raczej źle;Raczej tak;Zdecydowanie tak;Zdecydowanie pozytywnie;Raczej nie;Raczej nie;Rzadko;Raczej sprzeczne;Pozostała bez zmian;Tak, czasami;Tak, czasami;4;3;Zdecydowanie tak;Trudno powiedzieć;Religijność to dla mnie sposób radzenia sobie w trudnych sytuacjach. Wiary chwytają się osoby w pewnego rodzaju rozterce życiowej, trudnej sytuacji i znajdują tam ukojenie umysłu. Jeśli wpływa to na nich pozytywnie to nie widzę żadnego problemu i potrzeby głębszej analizy. ;Kobieta;2005;20;Miasto od 150 tys. do 500 tys.;I rok
Kościół Grekokatolicki;Raczej tak;W ogóle nie uczestniczę;Uważam że to wybór każdego i nie trzeba narzucać coś na siłe;Nie, ponieważ moja praca nie ma aspektu religijnego ;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Nie mam zdania;Raczej się nie zgadzam;Raczej się zgadzam;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;3.75;Nie zgadzam się;Nie zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej dobrze;Raczej tak;Raczej tak;Raczej pozytywnie;Trudno powiedzieć;Raczej nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Zdecydowanie tak;Zdecydowanie tak;Religijność dla mnie to poczucie obecności Boga w moim życiu, pomaga mi się poczuć lepiej w trudnych sytuacjach, lubię święta bardzo zbliżają rodzinę ;Kobieta;2001;24;Miasto do 50 tys.;I rok
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Nie ;Nie;Nie;Zgadzam się;Zgadzam się;Nie mam zdania;Zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Raczej się zgadzam;Zgadzam się;Nie mam zdania;Nie zgadzam się;Raczej źle;Zdecydowanie tak;Raczej nie;Zdecydowanie negatywnie;Raczej tak;Raczej tak;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Tak, zawsze;Nie;3;1;Zdecydowanie tak;Zdecydowanie nie;;Kobieta;2004;21;Miasto powyżej 500 tys.;II rok
Kościół rzymskokatolicki;Zdecydowanie nie;W ogóle nie uczestniczę;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Raczej nie;Trudno powiedzieć;Trudno powiedzieć;Trudno powiedzieć;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;1;1;Raczej nie;Raczej nie;Czymś bez sensu.;Kobieta;2004;21;Miasto od 150 tys. do 500 tys.;II rok
Kościół rzymskokatolicki;Raczej nie;W ogóle nie uczestniczę;Nie;Nie. O ile w pracy zwodowej istotna jest moralnosc, nie widze powodu, by religia byla jej jedynym uwarunkowaniem.;Nie;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Zgadzam się;Raczej się zgadzam;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Raczej się nie zgadzam;Raczej się nie zgadzam;0.9375;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie mam zdania;Nie mam zdania;Raczej źle;Zdecydowanie tak;Raczej tak;Trudno powiedzieć;Trudno powiedzieć;Raczej nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Tak, czasami;Nie;2;3;Raczej tak;Raczej tak;;Kobieta;2004;21;Miasto od 50 tys. do 150 tys.;II rok
Kościół rzymskokatolicki;Raczej nie;W ogóle nie uczestniczę;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Raczej źle;Zdecydowanie tak;Trudno powiedzieć;Trudno powiedzieć;Raczej tak;Trudno powiedzieć;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Raczej tak;Trudno powiedzieć;Nie jest niczym ważnym. Trudno powiedzieć czym jest dokładnie. Uważam, że jest pewnym wymysłem.;Kobieta;2005;20;Miasto od 150 tys. do 500 tys.;II rok
Kościół rzymskokatolicki;Raczej nie;W ogóle nie uczestniczę;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;1.25;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Trudno powiedzieć;Zdecydowanie tak;Zdecydowanie nie;Trudno powiedzieć;Trudno powiedzieć;Raczej nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Nie;Nie;1;1;Raczej nie;Raczej tak;Stworzona do manipulowania ludźmi ;Kobieta;2004;21;Miasto powyżej 500 tys.;II rok
Kościół rzymskokatolicki;Zdecydowanie nie;Rzadziej niż raz w miesiącu;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.9375;Nie zgadzam się;Nie mam zdania;Raczej się zgadzam;Raczej się nie zgadzam;Zdecydowanie źle;Raczej tak;Trudno powiedzieć;Trudno powiedzieć;Raczej tak;Raczej tak;Nigdy;Raczej sprzeczne;Tak, nie zmieniłem/zmieniłam wyznania ale moja wiara stała się słabsza;Rzadko;Nie;1;1;Zdecydowanie tak;Raczej nie;;Kobieta;2004;21;Miasto od 150 tys. do 500 tys.;II rok
Ateizm;Raczej nie;W ogóle nie uczestniczę;Nie;Nie;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Raczej się zgadzam;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Raczej nie;Raczej negatywnie;Zdecydowanie tak;Raczej nie;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Tak, czasami;3;2;Zdecydowanie tak;Zdecydowanie tak;;Kobieta;2002;23;Miasto powyżej 500 tys.;II rok
Agnostycyzm;Zdecydowanie nie;W ogóle nie uczestniczę;nie;nie;Nie;Raczej się zgadzam;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Raczej się nie zgadzam;Nie zgadzam się;Raczej się nie zgadzam;Nie mam zdania;Raczej źle;Raczej tak;Trudno powiedzieć;Zdecydowanie negatywnie;Trudno powiedzieć;Trudno powiedzieć;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;1;1;Raczej tak;Zdecydowanie nie;;Mężczyzna;2004;21;Wieś;II rok
Kościół rzymskokatolicki;Zdecydowanie tak;Raz w tygodniu;Tak ;Tak, ponieważ w pracy mam kontakt z ludźmi ;Tak;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się nie zgadzam;Zgadzam się;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;6.875;Raczej się nie zgadzam;Nie mam zdania;Nie mam zdania;Zgadzam się;Raczej dobrze;Trudno powiedzieć;Zdecydowanie tak;Zdecydowanie pozytywnie;Raczej nie;Raczej nie;Rzadko;Raczej sprzeczne;Pozostała bez zmian;Nie;Rzadko;1;1;Zdecydowanie tak;Zdecydowanie tak;Jedną z podstawowych wartości ;Kobieta;2001;24;Miasto do 50 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Kościół rzymskokatolicki;Raczej nie;W ogóle nie uczestniczę;Nie;Ważne by nikt nikomu nie robił krzywdy ;Tak;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Nie mam zdania;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.9375;Nie mam zdania;Nie zgadzam się;Zgadzam się;Nie zgadzam się;Trudno powiedzieć;Raczej tak;Trudno powiedzieć;Raczej pozytywnie;Trudno powiedzieć;Trudno powiedzieć;Rzadko;Raczej sprzeczne;Tak, zmieniłem/zmieniłam wyznanie i moja wiara stała się słabsza;Rzadko;Nie;1;4;Zdecydowanie tak;Raczej tak;Styl bycia ;Mężczyzna;1999;26;Miasto do 50 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Kościół rzymskokatolicki;Raczej tak;Rzadziej niż raz w miesiącu;nie;tak, może być moralnym kompasem;Tak;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Nie mam zdania;Zgadzam się;Raczej się nie zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;5.3125;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Raczej dobrze;Trudno powiedzieć;Zdecydowanie tak;Zdecydowanie pozytywnie;Raczej tak;Trudno powiedzieć;Nigdy;Raczej sprzeczne;Tak, nie zmieniłem/zmieniłam wyznania ale moja wiara stała się silniejsza;Rzadko;Tak, czasami;2;2;Trudno powiedzieć;Trudno powiedzieć;;Kobieta;1996;29;Miasto od 50 tys. do 150 tys.;III rok
Kościół rzymskokatolicki;Zdecydowanie tak;Kilka razy w tygodniu;chyba nie ma takiej potrzeby;myślę że tak uczą że drugiego człowieka należy traktować z szacunkiem  i sprawiedliwie w każdej sytuacji a to przyda się w każdej pracy;Tak;Zgadzam się;Zgadzam się;Raczej się nie zgadzam;Raczej się zgadzam;Raczej się zgadzam;Zgadzam się;Raczej się zgadzam;Raczej się zgadzam;Raczej się zgadzam;Nie mam zdania;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się nie zgadzam;Nie mam zdania;5.9375;Raczej się zgadzam;Raczej się nie zgadzam;Raczej się zgadzam;Zgadzam się;Zdecydowanie dobrze;Raczej nie;Raczej tak;Raczej pozytywnie;Raczej nie;Trudno powiedzieć;Tak, czasami;Raczej zgodne;Pozostała bez zmian;Nie;Tak, czasami;2;1;Trudno powiedzieć;Raczej nie;jest częścią tego kim jestem;Kobieta;1977;48;Miasto powyżej 500 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Kościół rzymskokatolicki;Raczej nie;Rzadziej niż raz w miesiącu;Mniejszy zdecydowanie ;Myślę, że nie, pracuję z dziećmi i zauważam ze osoby bardzo religijne są zaborcze wobec świąt takich jak Halloween i innych religii co prowadzi do konfliktów ;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;0.625;Nie zgadzam się;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Raczej źle;Zdecydowanie tak;Trudno powiedzieć;Raczej negatywnie;Raczej tak;Raczej nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Nie;Nie;2;1;Raczej tak;Trudno powiedzieć;Wiarą;Kobieta;1998;27;Miasto od 150 tys. do 500 tys.;V - jednolite studia magisterskie lub II - studia II stopnia
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;Zdecydowanie nie.;Nie, uważam, że wartości związane ściśle z religijnością nie mają wpływu na pracę zawodową. Natomiast niektóre wartości cenione między innymi w kręgach religijnych, takie jak szczerość mogą być przydatne.;Nie;Zgadzam się;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0;Nie zgadzam się;Raczej się zgadzam;Raczej się nie zgadzam;Nie zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Trudno powiedzieć;Raczej negatywnie;Trudno powiedzieć;Zdecydowanie nie;Nigdy;Raczej sprzeczne;Pozostała bez zmian;Rzadko;Nie;1;1;Zdecydowanie tak;Raczej tak;;Kobieta;2003;22;Miasto do 50 tys.;III rok
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;wręcz przeciwnie;tak, bo ateizm pozwala mi na obiektywna ocene sytuacji, a nie dyktowanej przykazaniami religijnymi;Nie;Raczej się zgadzam;Raczej się zgadzam;Raczej się zgadzam;Zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Raczej się zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.9375;Nie zgadzam się;Zgadzam się;Nie mam zdania;Nie mam zdania;Zdecydowanie źle;Zdecydowanie tak;Trudno powiedzieć;Raczej negatywnie;Zdecydowanie tak;Zdecydowanie nie;Nigdy;Zdecydowanie sprzeczne;Pozostała bez zmian;Tak, czasami;Nie;1;1;Zdecydowanie tak;Trudno powiedzieć;wiara w siłę wyższą i czczenie jej;Kobieta;2005;20;Miasto powyżej 500 tys.;II rok
Ateizm;Zdecydowanie nie;W ogóle nie uczestniczę;nie, powinna mieć mniejszy;nie, nie jestem religijna;Tak;Zgadzam się;Zgadzam się;Zgadzam się;Raczej się zgadzam;Zgadzam się;Raczej się nie zgadzam;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;Nie zgadzam się;0.3125;Raczej się nie zgadzam;Nie zgadzam się;Nie mam zdania;Nie zgadzam się;Zdecydowanie źle;Zdecydowanie tak;Trudno powiedzieć;Raczej negatywnie;Zdecydowanie tak;Raczej nie;Nigdy;Ani sprzeczne, ani zgodne;Pozostała bez zmian;Nie;Nie;1;1;Zdecydowanie nie;Zdecydowanie nie;;Kobieta;2002;23;Miasto powyżej 500 tys.;IV - jednolite studia magisterskie lub I - studia II stopnia
